#SPIKE measurement file - Tool Measurement /  Analyser 2016 (SPIKE@pro-micron GmbH)
#date: 11/05/2022 operator: 
#process: 
#tool: 
#material: 
#tool gage: 
#d = 12          z = 
#ap = 1          ae = 3
#vc = 45          n = 2
#f = 0.03          vf = WS2(4)
#X = 0025
#cooling: Internal
#unit type: metric
#note: 
#BTKaBlue Version: 13.5 
#READ Version: READ 1.2 SW-Version: 0x0008
#SPIKE Version: SPIKE 1.2
#SW-Version: 0x0006
#SN-Nr.: 0xa258
#cal tension: 2.685757
#cal torsion: 0.026912
#cal bending moment X: 0.021951
#cal bending moment Y: 0.021964
#lever arm: 47.2
#SPIKE position: vertical
#autoBM: 0.624152
#triggerchannel: Bending moment [Nm] triggervalue: 2.000000
###
Tension;Torsion;Bending moment X;Bending moment Y;Time;Temperature
[N];[Nm];[Nm];[Nm];[s];[°C]
-34.914841;1.264864;1.009746;0.658920;4078.680000;23.375000
-56.400897;1.049568;0.921942;0.878560;4078.680400;23.375000
2.685757;-0.672800;0.395118;0.131784;4078.680800;23.375000
2.685757;-0.780448;0.263412;0.000000;4078.681200;23.375000
-24.171813;0.080736;0.702432;-0.087856;4078.681600;23.375000
-72.515439;-0.511328;1.536570;-0.087856;4078.682000;23.375000
29.543327;-0.565152;0.307314;0.175712;4078.682400;23.375000
-72.515439;0.188384;0.439020;0.966416;4078.682800;23.375000
51.029383;0.726624;1.185354;0.614992;4078.683200;23.375000
83.258467;-1.049568;0.834138;-0.131784;4078.683600;23.375000
-8.057271;-0.242208;-0.043902;-0.395352;4078.684000;23.375000
-13.428785;-0.618976;0.087804;-0.307496;4078.684400;23.375000
-51.029383;-0.995744;0.263412;0.834632;4078.684800;23.375000
-13.428785;-0.242208;0.658530;0.571064;4078.685200;23.375000
-34.914841;0.834272;1.317060;-0.263568;4078.685600;23.375000
142.345121;1.318688;0.439020;0.175712;4078.686000;23.375000
-8.057271;-0.242208;1.492668;1.186056;4078.686400;23.375000
34.914841;0.349856;0.482922;-0.175712;4078.686800;23.375000
-61.772411;-0.134560;0.658530;0.658920;4078.687200;23.375000
29.543327;0.188384;0.658530;0.175712;4078.687600;23.375000
-94.001495;-0.242208;1.229256;0.658920;4078.688000;23.375000
24.171813;-0.780448;0.395118;0.395352;4078.688400;23.375000
24.171813;-0.672800;1.097550;1.010344;4078.688800;23.375000
-83.258467;-0.080736;1.185354;0.000000;4078.689200;23.375000
-2.685757;0.349856;1.536570;0.746776;4078.689600;23.375000
13.428785;-0.188384;-0.307314;-0.307496;4078.690000;23.375000
-56.400897;0.565152;0.395118;-0.395352;4078.690400;23.375000
-2.685757;-0.242208;-0.131706;-0.351424;4078.690800;23.375000
-24.171813;-0.134560;1.185354;-0.043928;4078.691200;23.375000
18.800299;-0.080736;0.219510;1.186056;4078.691600;23.375000
34.914841;-0.941920;0.439020;-0.483208;4078.692000;23.375000
-88.629981;0.296032;-0.087804;-0.131784;4078.692400;23.375000
-72.515439;-0.026912;0.526824;-0.043928;4078.692800;23.375000
-136.973607;-0.026912;-0.131706;0.000000;4078.693200;23.375000
