#SPIKE measurement file - Tool Measurement /  Analyser 2016 (SPIKE@pro-micron GmbH)
#date: 11/05/2022 operator: 
#process: 
#tool: 
#material: 
#tool gage: 
#d = 12          z = 
#ap = 1          ae = 3
#vc = 45          n = 2
#f = 0.03          vf = WS2(4)
#X = 0025
#cooling: Internal
#unit type: metric
#note: 
#BTKaBlue Version: 13.5 
#READ Version: READ 1.2 SW-Version: 0x0008
#SPIKE Version: SPIKE 1.2
#SW-Version: 0x0006
#SN-Nr.: 0xa258
#cal tension: 2.685757
#cal torsion: 0.026912
#cal bending moment X: 0.021951
#cal bending moment Y: 0.021964
#lever arm: 47.2
#SPIKE position: vertical
#autoBM: 0.624152
#triggerchannel: Bending moment [Nm] triggervalue: 2.000000
###
Tension;Torsion;Bending moment X;Bending moment Y;Time;Temperature
[N];[Nm];[Nm];[Nm];[s];[°C]
51.029383;-0.349856;0.307314;-0.263568;217.753600;22.500000
-18.800299;-0.188384;0.043902;-0.175712;217.754000;22.500000
-29.543327;-0.888096;-0.131706;0.395352;217.754400;22.500000
67.143925;-0.834272;0.000000;-0.702848;217.754800;22.500000
-99.373009;-1.103392;-0.307314;0.571064;217.755200;22.500000
-67.143925;-0.188384;0.263412;0.527136;217.755600;22.500000
-8.057271;-0.242208;0.043902;-0.087856;217.756000;22.500000
94.001495;0.242208;-0.219510;-0.527136;217.756400;22.500000
-8.057271;0.457504;0.482922;-1.098200;217.756800;22.500000
34.914841;0.403680;1.053648;-0.307496;217.757200;22.500000
142.345121;0.941920;1.097550;-0.087856;217.757600;22.500000
-56.400897;-0.134560;0.614628;0.527136;217.758000;22.500000
-61.772411;-0.403680;0.131706;0.263568;217.758400;22.500000
8.057271;-0.080736;0.263412;-0.175712;217.758800;22.500000
-94.001495;0.618976;0.746334;-0.439280;217.759200;22.500000
-61.772411;0.457504;-0.965844;-0.043928;217.759600;22.500000
61.772411;-0.188384;0.131706;0.395352;217.760000;22.500000
-51.029383;2.018400;0.570726;1.142128;217.760400;22.500000
-83.258467;-0.188384;0.263412;-0.571064;217.760800;22.500000
24.171813;-0.780448;-0.219510;0.746776;217.761200;22.500000
-104.744523;-0.457504;0.526824;0.000000;217.761600;22.500000
-88.629981;0.296032;0.307314;0.439280;217.762000;22.500000
