#SPIKE measurement file - Tool Measurement /  Analyser 2016 (SPIKE@pro-micron GmbH)
#date: 05/05/2022 operator: 
#process: 
#tool: 
#material: 
#tool gage: 
#d = 12          z = 
#ap = 1          ae = 3
#vc = 45          n = 2
#f = 0.03          vf = ws2(4)
#X = 0022
#cooling: Internal
#unit type: metric
#note: 
#BTKaBlue Version: 13.5 
#READ Version: READ 1.2 SW-Version: 0x0008
#SPIKE Version: SPIKE 1.2
#SW-Version: 0x0006
#SN-Nr.: 0xa258
#cal tension: 2.685757
#cal torsion: 0.026912
#cal bending moment X: 0.021951
#cal bending moment Y: 0.021964
#lever arm: 47.2
#SPIKE position: vertical
#autoBM: 0.657150
#triggerchannel: Bending moment [Nm] triggervalue: 2.000000
###
Tension;Torsion;Bending moment X;Bending moment Y;Time;Temperature
[N];[Nm];[Nm];[Nm];[s];[°C]
42.972112;0.511328;0.175608;-0.395352;303.693600;21.875000
48.343626;-0.618976;-0.219510;-0.263568;303.694000;21.875000
48.343626;-0.349856;-0.087804;0.175712;303.694400;21.875000
-32.229084;-1.318688;0.395118;0.000000;303.694800;21.875000
-69.829682;0.672800;0.000000;0.658920;303.695200;21.875000
59.086654;0.026912;-0.219510;-0.131784;303.695600;21.875000
-21.486056;0.242208;0.965844;-0.351424;303.696000;21.875000
102.058766;0.888096;-0.658530;-0.790704;303.696400;21.875000
-32.229084;0.457504;0.351216;-1.273912;303.696800;21.875000
91.315738;-0.726624;-0.175608;-0.527136;303.697200;21.875000
-37.600598;0.618976;-0.439020;-0.307496;303.697600;21.875000
32.229084;-0.565152;1.185354;-1.142128;303.698000;21.875000
48.343626;-0.941920;-0.263412;-0.263568;303.698400;21.875000
16.114542;-0.672800;-0.175608;-0.351424;303.698800;21.875000
-10.743028;0.565152;0.219510;0.219640;303.699200;21.875000
48.343626;0.080736;0.746334;1.801048;303.699600;21.875000
21.486056;0.026912;2.195100;4.876008;303.700000;21.875000
69.829682;0.995744;2.678022;5.095648;303.700400;21.875000
112.801794;0.565152;2.282904;2.372112;303.700800;21.875000
-10.743028;0.242208;-0.131706;-0.878560;303.701200;21.875000
